,Company name,Ticker,Date of Breach,Date Became Aware of Breach,Date of Disclosure,Number of Records,Information,Stock Price (0 months DoD),Stock Price (1 months DoD),Stock Price (2 months DoD),Stock Price (3 months DoD),Stock Price (4 months DoD),Stock Price (5 months DoD),Stock Price (6 months DoD),Stock Price (7 months DoD),Stock Price (8 months DoD),Stock Price (9 months DoD),Stock Price (10 months DoD),Stock Price (11 months DoD),Stock Price (12 months DoD),median stock forecast,mean stock forecast,count stock forecast,Financial (Type of Info),Intrusion (Type of Info),ND (Type of Info),Other (Type of Info),Personal (Type of Info),Exploit (Attack),Forged Cookies (Attack),Malware (Attack),Misconfiguration (Attack),ND (Attack),Phishing (Attack),Ransomware (Attack),SQLi (Attack),Spoofing (Attack),Unauthorized Access (Attack),Virus (Attack),rootkit (Attack),Construction (Industry),"Finance, Insurance, Real Estate (Industry)",Manufacturing (Industry),Mining (Industry),N/A (Industry),Retail Trade (Industry),Services (Industry),Transportation & Public Utilities (Industry),Wholesale Trade (Industry),Canada (Region),Foreign (Region),US Mid Atlantic (Region),US Midwest (Region),US New England (Region),US Southeast (Region),US Southwest (Region),US West (Region)
682,TEXTRON INC,TXT,,2013-07-03 00:00:00,2014-01-31,,Email,36.38999938964844,39.70000076293945,39.290000915527344,40.900001525878906,39.220001220703125,38.290000915527344,36.880001068115234,38.0,35.9900016784668,41.06999969482422,42.52999877929688,42.68999862670898,42.560001373291016,43.5,43.5,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
683,"Michaels Companies, Inc.",MIK,5/8/2013 - 1/27/2014, ,2014-01-25,2600000,Credit Card | Debit Card,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,17.020000457763672,16.790000915527344,15.619999885559082,17.469999313354492,18.290000915527344,23.32999992370605,24.364999771118164,25.57999992370605,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
684,"EASTON-BELL SPORTS, INC.",,12/1/2013 - 12/31/2013, ,2014-01-17,6000,Credit Card | Other,13.079999923706056,13.199999809265137,13.350000381469728,13.270000457763672,13.670000076293944,13.529999732971191,13.460000038146973,13.4399995803833,13.18000030517578,13.460000038146973,13.369999885559082,13.5,13.84000015258789,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
685,"SeaWorld Entertainment, Inc.",SEAS,, ,2014-01-12,8,Name | Other (Financial) | Email,30.100000381469727,32.540000915527344,33.599998474121094,29.989999771118164,30.56999969482422,31.059999465942383,28.57999992370605,28.059999465942383,20.899999618530277,18.350000381469727,18.600000381469727,16.09000015258789,16.84000015258789,41.0,41.333333333333336,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
686,Neiman Marcus Group LTD LLC,,7/16/2013 - 10/30/2013,2014-01-01 00:00:00,2014-01-10,350000,Credit Card | Debit Card,12.899999618530272,13.279999732971191,13.350000381469728,13.25,13.619999885559082,13.640000343322754,13.369999885559082,13.40999984741211,13.43000030517578,13.460000038146973,13.470000267028809,13.579999923706056,13.75,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
687,"T-Mobile US, Inc.",TMUS,,2013-11-26 00:00:00,2013-12-30,,Name | Address | SSN | Other,33.04999923706055,31.049999237060547,30.5,32.599998474121094,29.040000915527344,34.86000061035156,33.619998931884766,31.13999938964844,30.07999992370605,28.979999542236328,28.59000015258789,29.190000534057617,27.489999771118164,36.0,34.714285714285715,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
688,"NUTRANOMICS, INC.",,11/13/2013 - 11/19/2013,2013-11-22 00:00:00,2013-12-23,,ND,12.75,13.25,13.210000038146973,13.239999771118164,13.359999656677246,13.609999656677246,13.470000267028809,13.5600004196167,13.460000038146973,13.279999732971191,13.43000030517578,13.40999984741211,13.479999542236328,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
689,TARGET CORP,TGT,11/27/2013 - 12/15/2013,2013-12-15 00:00:00,2013-12-19,70000000,Credit Card | Debit Card | Other,63.54999923706055,60.2400016784668,56.38999938964844,59.720001220703125,60.0,58.290000915527344,58.70000076293945,60.0099983215332,58.54999923706055,63.93000030517578,59.06999969482422,67.51000213623047,74.63999938964844,65.0,65.08333333333333,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
690,Graham Holdings Co,GHC,,2013-12-18 00:00:00,2013-12-18,(Employees),Username | Password,379.0755310058594,389.93353271484375,399.5105590820313,431.74017333984375,407.85498046875,400.9305114746094,419.0876159667969,418.7734069824219,434.9184265136719,443.1057434082031,425.8187255859375,522.6646728515625,538.7130126953125,1.185,1.185,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
691,"B&G Foods, Inc.",BGS,2013-11-16 00:00:00,2013-11-16 00:00:00,2013-12-06,,Credit Card | Debit Card | Other,33.369998931884766,33.45000076293945,31.43000030517578,29.780000686645508,31.56999969482422,32.369998931884766,34.349998474121094,32.7400016784668,28.059999465942383,30.25,28.100000381469727,28.940000534057617,28.57999992370605,36.0,36.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
692,JPMORGAN CHASE & CO,JPM,Mid-Sept-2013, ,2013-12-05,465000,Personal Information,57.18999862670898,58.65999984741211,54.95000076293945,57.2599983215332,59.810001373291016,54.220001220703125,55.68000030517578,57.04999923706055,56.650001525878906,59.709999084472656,60.29999923706055,60.25,61.380001068115234,64.0,63.97272727272728,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
693,VODAFONE GROUP PUBLIC LTD CO,VOD,2013-11-30 00:00:00,2013-11-30 00:00:00,2013-11-30,70000,SSN | Other,37.80835723876953,39.76554489135742,38.03261947631836,41.56999969482422,36.45000076293945,37.5099983215332,35.040000915527344,33.38999938964844,34.459999084472656,34.34000015258789,33.560001373291016,32.91999816894531,36.54999923706055,421.667,301.52400000000006,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
694,"CAESARS HOLDINGS, INC.",,, ,2013-11-28,(Employees),SSN | Other (Financial) | Other,12.420000076293944,12.670000076293944,13.1899995803833,13.350000381469728,13.359999656677246,13.470000267028809,13.649999618530272,13.65999984741211,13.59000015258789,13.5,13.34000015258789,13.399999618530272,13.449999809265137,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
695,COMCAST CORP,CMCSA,, ,2013-11-18,,Username | Password | Other,23.690000534057617,24.524999618530277,26.770000457763672,26.76499938964844,25.38999938964844,24.549999237060547,25.09499931335449,26.100000381469727,27.100000381469727,27.364999771118164,28.545000076293945,25.34000015258789,27.075000762939453,30.0,29.33333333333333,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
696,CME GROUP INC.,CME,2013-07-01 00:00:00, ,2013-11-17,,Username,79.7699966430664,82.36000061035156,75.5,77.11000061035156,76.26000213623047,68.7300033569336,68.68000030517578,70.9000015258789,71.0199966430664,73.36000061035156,79.87000274658203,79.12999725341797,84.08999633789062,83.5,83.0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
697,Affinity Gaming,,3/14/2013 - 10/16/2013,2013-10-24 00:00:00,2013-11-14,"280,000 - 300,000",Credit Card,12.489999771118164,12.31999969482422,13.010000228881836,13.25,13.3100004196167,13.18000030517578,13.539999961853027,13.5600004196167,13.3100004196167,13.399999618530272,13.229999542236328,13.399999618530272,13.420000076293944,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
698,CROWN CASTLE INTERNATIONAL CORP,,,2013-10-31 00:00:00,2013-11-11,(Employees),SSN | Other,12.56999969482422,12.40999984741211,13.020000457763672,13.279999732971191,13.350000381469728,13.270000457763672,13.619999885559082,13.640000343322754,13.390000343322754,13.460000038146973,13.40999984741211,13.359999656677246,13.470000267028809,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
699,"Santander Holdings USA, Inc.",,, ,2013-11-05,,Email,12.739999771118164,12.470000267028809,12.710000038146973,13.25,13.350000381469728,13.289999961853027,13.579999923706056,13.609999656677246,13.4399995803833,13.4399995803833,13.470000267028809,13.4399995803833,13.470000267028809,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
700,NatWest Group plc,NWG,, ,2013-11-05,,Email,10.649999618530272,10.829999923706056,11.279999732971191,10.850000381469728,11.010000228881836,10.449999809265137,11.199999809265137,11.260000228881836,11.420000076293944,11.90999984741211,11.640000343322754,11.75,12.1899995803833,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
701,ADOBE INC.,ADBE,8/15/2013 - 9/17/2013,2013-09-17 00:00:00,2013-10-03,38000000,Credit Card | Debit Card | Username | Password,51.52000045776367,54.61000061035156,56.7599983215332,59.290000915527344,58.09000015258789,67.86000061035156,65.4800033569336,61.560001373291016,64.63999938964844,72.76000213623047,68.94000244140625,72.0999984741211,67.05999755859375,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
702,ADOBE INC.,ADBE,, ,2013-10-03,0,Intellectual Property,51.52000045776367,54.61000061035156,56.7599983215332,59.290000915527344,58.09000015258789,67.86000061035156,65.4800033569336,61.560001373291016,64.63999938964844,72.76000213623047,68.94000244140625,72.0999984741211,67.05999755859375,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
703,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,2013-05-01 00:00:00,2013-09-30,,Name | SSN,62.5,66.75,60.2400016784668,61.18999862670898,62.2599983215332,67.63999938964844,67.37999725341797,69.41000366210938,71.79000091552734,73.05000305175781,74.55000305175781,72.31999969482422,66.04000091552734,73.0,73.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
704,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,2013-04-23 00:00:00,2013-09-27,,SSN | Name,62.79999923706055,67.30999755859375,60.18999862670898,60.52000045776367,62.220001220703125,68.38999938964844,66.63999938964844,68.93000030517578,71.95999908447266,72.30000305175781,74.19999694824219,71.93000030517578,66.3499984741211,73.0,73.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
705,DUN & BRADSTREET CORP/NW,,Mar-2013 - Apr-2013, ,2013-09-25,4000000,SSN | Other,12.949999809265137,12.890000343322754,12.34000015258789,12.739999771118164,13.34000015258789,13.18000030517578,13.369999885559082,13.420000076293944,13.640000343322754,13.510000228881836,13.539999961853027,13.43000030517578,13.369999885559082,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
706,VODAFONE GROUP PUBLIC LTD CO,VOD,, ,2013-09-12,2000000,Name | Address | Other (Financial) | Other,33.8226318359375,36.116207122802734,36.992862701416016,38.41997909545898,39.43934631347656,37.26809310913086,37.54999923706055,35.400001525878906,37.810001373291016,33.33000183105469,32.540000915527344,32.380001068115234,33.13999938964844,380.4165,316.7776666666667,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
707,YUM BRANDS INC,YUM,, ,2013-08-22,1900,Name | Email | Username | Password,51.91229248046875,51.82602310180664,48.0589485168457,53.86053085327149,52.76060485839844,51.15025329589844,52.37239456176758,54.11214828491211,54.644142150878906,53.68080520629883,57.87203598022461,53.29259490966797,51.96261596679688,76.0,79.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
708,NORTHROP GRUMMAN CORP /DE/,NOC,Nov-2012 - May-2013,2013-07-26 00:00:00,2013-08-09,(Employees),Name | DoB | SSN | Other,95.61000061035156,93.51000213623048,94.08999633789062,110.7300033569336,109.94000244140624,115.19000244140624,114.97000122070312,124.3000030517578,118.87000274658205,121.2300033569336,124.45999908447266,119.3499984741211,122.86000061035156,95.0,98.66666666666669,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
709,US AIRWAYS GROUP INC,,,2013-07-12 00:00:00,2013-08-08,7700,Username | Password | Other,12.970000267028809,12.40999984741211,12.75,12.729999542236328,12.34000015258789,12.8100004196167,13.239999771118164,13.15999984741211,13.3100004196167,13.609999656677246,13.640000343322754,13.390000343322754,13.399999618530272,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
710,"Old COPPER Company, Inc.",,, ,2013-07-25,,Credit Card | Other,13.029999732971191,12.729999542236328,12.949999809265137,12.890000343322754,12.34000015258789,12.739999771118164,13.34000015258789,13.18000030517578,13.369999885559082,13.420000076293944,13.640000343322754,13.510000228881836,13.539999961853027,,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
711,Apple Inc.,AAPL,,2013-07-18 00:00:00,2013-07-20,(Developers),Name | Address | Email,15.176785469055176,18.13357162475586,16.867856979370117,18.17464256286621,18.55535697937012,19.44499969482422,19.309642791748047,19.19178581237793,18.97357177734375,18.74785804748535,21.592500686645508,22.96500015258789,23.607500076293945,74.286,72.21052631578948,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
712,"NASDAQ, INC.",NDAQ,, ,2013-07-16,,Username | Email | Password,34.13999938964844,31.13999938964844,31.420000076293945,33.33000183105469,37.08000183105469,38.720001220703125,39.52000045776367,38.720001220703125,39.33000183105469,34.130001068115234,36.220001220703125,36.54999923706055,40.02999877929688,34.0,33.57142857142857,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
713,SONY CORP,SNE,,2013-07-12 00:00:00,2013-07-12,41458,Name | Address | Phone Number | Email | Password | Other,22.200000762939453,20.0,21.420000076293945,19.959999084472656,16.610000610351562,17.440000534057617,17.799999237060547,17.110000610351562,17.850000381469727,18.3799991607666,17.450000762939453,15.989999771118164,16.65999984741211,25.9,25.9,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
714,"Bloomin' Brands, Inc.",BLMN,2/1/2013 - 2/25/2013, ,2013-07-10,,Credit Card | Debit Card,26.21999931335449,24.6299991607666,23.32999992370605,21.299999237060547,25.61000061035156,24.5,23.51000022888184,23.049999237060547,24.959999084472656,23.559999465942383,20.88999938964844,22.700000762939453,21.38999938964844,27.0,26.666666666666668,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
715,"Morningstar, Inc.",MORN,2012-04-03 00:00:00, ,2013-07-05,"2,300 (+182,000 other records)",Credit Card | Name | Address | Email | Password,78.06999969482422,77.37000274658203,76.44999694824219,77.8499984741211,79.5,80.08999633789062,78.38999938964844,75.12000274658203,83.12000274658203,77.25,74.08999633789062,70.55999755859375,72.55000305175781,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
716,TOYOTA MOTOR CORP/,TM,6/5/2013 - 6/14/2013,2013-06-14 00:00:00,2013-06-18,0,Intrusion,120.37999725341795,130.83999633789062,128.8800048828125,126.77999877929688,130.10000610351562,127.6500015258789,118.62999725341795,119.19000244140624,116.27999877929688,110.66999816894533,108.0199966430664,109.61000061035156,114.70999908447266,6.04,60.6108,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
717,CATERPILLAR INC,CAT,,,2013-06-13,,Credit Card | Other,83.20999908447266,87.16999816894531,86.31999969482422,86.83999633789062,85.61000061035156,83.8499984741211,85.56999969482422,89.88999938964844,96.16999816894533,96.81999969482422,101.4499969482422,106.1999969482422,106.6500015258789,94.0,95.0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
718,"TWENTY-FIRST CENTURY FOX, INC.",,, ,2013-06-07,6000,Username | Email | Password | Other,14.149999618530272,13.550000190734863,12.899999618530272,12.40999984741211,12.75,12.710000038146973,12.34000015258789,12.779999732971191,13.170000076293944,13.25,13.3100004196167,13.609999656677246,13.640000343322754,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
719,MONSANTO CO /NEW/,,, ,2013-05-28,,Username | Password,14.619999885559082,13.989999771118164,13.0,12.600000381469728,12.899999618530272,12.960000038146973,12.420000076293944,12.670000076293944,13.1899995803833,13.350000381469728,13.359999656677246,13.470000267028809,13.649999618530272,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
720,ALTABA INC.,,, ,2013-05-20,22000000,Username,14.829999923706056,13.859999656677246,13.25,12.40999984741211,12.9399995803833,12.770000457763672,12.4399995803833,12.68000030517578,13.199999809265137,13.229999542236328,13.229999542236328,13.260000228881836,13.640000343322754,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
721,TOYOTA MOTOR CORP/,TM,, ,2013-05-20,5000,Name | Address | Phone Number | Email,128.64999389648438,120.77999877929688,130.36000061035156,128.1999969482422,130.1999969482422,129.52000427246094,126.23999786376952,118.70999908447266,119.19000244140624,115.22000122070312,108.68000030517578,108.0199966430664,108.61000061035156,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
722,"Groupon, Inc.",GRPN,,2013-05-19 00:00:00,2013-05-19,4100000,Username | Password,139.60000610351562,153.60000610351562,175.39999389648438,190.0,231.0,213.0,208.1999969482422,225.3999938964844,216.8000030517578,205.1999969482422,167.60000610351562,148.1999969482422,121.0,10.0,10.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
723,COMCAST CORP,CMCSA,, ,2013-05-17,49,Username | Password,21.434999465942383,20.040000915527344,21.9950008392334,21.270000457763672,22.209999084472656,23.489999771118164,23.864999771118164,24.6200008392334,26.770000457763672,26.850000381469727,25.38999938964844,24.584999084472656,25.09499931335449,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
724,AMAZON COM INC,AMZN,, ,2013-04-26,50000000,Name | Email | Password (Encrypted) | Other,274.70001220703125,261.739990234375,272.0899963378906,303.3999938964844,286.2099914550781,312.6499938964844,363.3900146484375,376.6400146484375,399.2000122070313,387.6000061035156,358.32000732421875,354.7099914550781,303.8299865722656,317.5,315.625,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
725,"Sprouts Farmers Market, Inc.",SFM,1/25/2013 - 1/29/2013, ,2013-02-22,< 2%,Credit Card | Debit Card,40.11000061035156,40.11000061035156,40.11000061035156,40.11000061035156,40.11000061035156,40.11000061035156,37.220001220703125,42.9900016784668,49.11000061035156,38.310001373291016,37.810001373291016,37.34999847412109,35.95000076293945,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
726,MICROSOFT CORP,MSFT,, ,2013-02-22,(Employees),Username,27.489999771118164,28.11000061035156,30.82999992370605,34.849998474121094,33.27000045776367,32.0099983215332,31.61000061035156,32.790000915527344,34.9900016784668,37.400001525878906,36.79999923706055,36.16999816894531,37.97999954223633,29.5,29.5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
727,"Zendesk, Inc.",ZEN,, ,2013-02-21,1000000,Name | Email,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
728,CENTRAL HUDSON GAS & ELECTRIC CORP,,, ,2013-02-19,110000,Other (Financial),15.4399995803833,14.789999961853027,15.380000114440918,14.8100004196167,14.050000190734863,13.4399995803833,12.40999984741211,12.960000038146973,12.770000457763672,12.489999771118164,12.59000015258789,13.199999809265137,13.260000228881836,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
729,Apple Inc.,AAPL,, ,2013-02-19,250000,Username,16.42821502685547,16.275714874267578,14.001785278320312,15.47357177734375,15.42035675048828,15.420000076293944,18.13357162475586,16.595714569091797,18.17464256286621,18.522499084472656,19.67035675048828,19.309642791748047,19.499643325805664,77.143,80.20622222222222,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
730,Facebook Inc,FB,1905-07-04 00:00:00,2013-01-01 00:00:00,2013-02-15,6000000,Username,28.5,27.040000915527344,26.520000457763672,27.06999969482422,23.6299991607666,26.280000686645508,36.650001525878906,44.310001373291016,49.5099983215332,48.9900016784668,53.31999969482422,57.7400016784668,67.08999633789062,40.2,42.575,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
731,NOKIA CORP,NOK,, ,2013-02-05,100000,Username | Other | Email | Phone Number,3.809999942779541,3.470000028610229,3.380000114440918,3.299999952316284,3.539999961853028,3.930000066757202,4.139999866485596,5.329999923706055,6.730000019073486,7.75,7.900000095367432,8.029999732971191,6.78000020980835,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
732,"TWITTER, INC.",TWTR,, ,2013-02-01,250000,Email | Username | Password | Other,44.900001525878906,44.900001525878906,44.900001525878906,44.900001525878906,44.900001525878906,44.900001525878906,44.900001525878906,44.900001525878906,44.900001525878906,44.900001525878906,41.56999969482422,63.650001525878906,64.5,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
733,NEW YORK TIMES CO,NYT,Oct-2012 - Jan-2013, ,2013-01-30,53 (Employees),Password,8.899999618530273,9.670000076293944,9.800000190734863,8.869999885559082,10.699999809265137,11.0600004196167,11.829999923706056,11.510000228881836,12.56999969482422,13.84000015258789,13.960000038146973,16.09000015258789,14.350000381469728,6.0,6.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
734,ADOBE INC.,ADBE,,2012-11-13 00:00:00,2012-11-14,150000,Name | Phone Number | Email | Username | Password,32.540000915527344,35.529998779296875,38.15999984741211,38.810001373291016,41.59000015258789,45.02999877929688,43.61000061035156,43.29999923706055,48.38999938964844,47.13999938964844,47.7599983215332,52.630001068115234,57.54999923706055,39.0,37.15625,16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
735,AMAZON COM INC,AMZN,, ,2012-11-11,600,Name | Username | Password | Email | Other,226.47000122070312,247.7700042724609,265.3399963378906,257.2099914550781,271.239990234375,264.7699890136719,263.6300048828125,281.07000732421875,292.3299865722656,297.260009765625,300.3599853515625,305.1700134277344,354.3800048828125,302.0,302.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
736,YUM BRANDS INC,YUM,, ,2012-11-06,240000,Name | Email | Other,51.96980667114258,47.3759880065918,49.1157455444336,44.629764556884766,47.663551330566406,48.14521789550781,49.158878326416016,48.90726089477539,51.51689529418945,53.78864288330078,50.2084846496582,51.42343521118164,50.48885726928711,69.0,74.85714285714286,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
737,NortonLifeLock Inc.,NLOK,, ,2012-11-04,3200,Password,18.709999084472656,18.600000381469727,19.40999984741211,21.649999618530277,23.959999084472656,24.450000762939453,24.84000015258789,22.399999618530277,22.36000061035156,26.520000457763672,26.07999992370605,24.270000457763672,22.90999984741211,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
738,FORD MOTOR CO,F,, ,2012-10-28,18,Name | Email | Password (Encrypted),11.15999984741211,11.100000381469728,12.760000228881836,13.779999732971191,12.760000228881836,13.220000267028809,13.670000076293944,15.279999732971191,15.649999618530272,17.020000457763672,15.880000114440918,17.049999237060547,17.56999969482422,4.5,7.293333333333332,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
739,BARNES & NOBLE INC,,, ,2012-10-24,(63 stores),Credit Card | Debit Card,15.65999984741211,16.219999313354492,15.470000267028809,15.729999542236328,15.5,15.079999923706056,15.279999732971191,14.699999809265137,13.600000381469728,13.239999771118164,12.729999542236328,12.84000015258789,12.84000015258789,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
740,MCDONALDS CORP,MCD,, ,2012-10-23,2000,Name | Email | Address | Phone Number,88.44999694824219,86.01000213623047,90.18000030517578,92.9499969482422,95.25,99.2699966430664,99.31999969482422,101.73999786376952,97.2300033569336,97.58000183105467,95.45999908447266,97.27999877929688,95.12000274658205,94.0,95.25,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
